original_prompts,edited_prompts_1,edited_prompts_2,edited_prompts_3,d1,d2,d3,min,avg
"a woman is standing in an orchard, picking ripe apples off of a tree and placing them in a basket.",a woman stands in an orchard picking ripe apples from a tree and placing them in a basket,an orchard woman picks ripe apples from a tree and places them in a basket,an orchard woman picks ripe apples from the tree and puts them in the basket,23,48,57,9,42.6666666666667
a giraffe leisurely reads a book while the morning sun rises in the background.,a giraffe leisurely reads a book while the sun rises in the background,a giraffe leisurely reads a book while the sun rises in the sky,it's giraffe reading while the sun rises,21,30,57,9,36.0
a person is laughing and clinking their wine glass with friends at a sketch night.,a person is laughing and clinking his wine glass with friends on sketch night,a person is laughing and drinking wine with friends on a sketch night,on a sketch night someone is laughing and clinking his wine glass,20,29,55,9,34.6666666666667
"a morning scene of a bicycle parked near a sink, with the sun just beginning to rise in the sky.",a morning scene of a bicycle parked near a sink with the sun just beginning to rise in the skies,a morning scene of a bicycle parked near a sink with the sun just beginning to rise,a morning scene of a bike parked near a sink with the sun rising in the sky,15,24,35,9,24.6666666666667
"the clock strikes midnight, illuminating the night sky with its bright, luminescent chimes.",the clock strikes midnight illuminating the night sky with bright luminescent sounds,midnight illuminates the night sky with its bright luminescent chimes,midnight illuminates the night sky with bright luminescent sounds,22,34,43,9,33.0
"the sun is just beginning to peek through the window, illuminating the crumpled sheets and blankets of the bed, which is still warm from the night before.",the sun is just beginning to shine through the window illuminating the crumpled sheets and blankets of the bed which is still warm from the night before,the sun is just beginning to shine through the window illuminating the crumpled sheets and blankets of the bed still warm from the night before,in the window the sun is just beginning to shine on the crumpled sheets and blankets of the bed which is still warm from the night,18,27,52,9,32.3333333333333
"the rain was pouring down as the traffic light changed from red to green, its reflection shimmering off the wet broccoli in the street.",the rain was pouring down as the traffic light changed from red to green its reflection reflecting off the wet broccoli in the street,the rain poured down as the traffic light changed from red to green its reflection reflected off the wet broccoli in the street,rain fell as the traffic light changed from red to green and its reflection reflected off the wet broccoli on the street,20,29,47,9,32.0
"a cloudy sky looms overhead as a cyclist pedals slowly past a bakery window, the sweet smell of freshly-baked cake wafting through the air.",a cloudy sky looms overhead as a cyclist slowly pedals past a bakery window the sweet smell of freshly baked cake wafting through the air,a cloudy sky looms overhead as a cyclist slowly pedals past a bakery window the smell of freshly baked cake wafts through the air,it's cloudy as a cyclist slowly pedals past the window of the bakery the sweet smell of freshly baked bread wafts through the air,24,33,71,9,42.6666666666667
a cloudy sky looms overhead as a small bird perches atop a weathered chair in a desolate landscape.,a cloudy sky looms overhead as a small bird perches on a worn chair in a desolate landscape,there is a cloudy sky as a small bird perches on a worn chair in a desolate landscape,there is a cloudy sky as a small bird sits on a worn chair in the desolate landscape,23,36,45,9,34.6666666666667
a bunch of ripe yellow bananas hanging from a tree in a tropical jungle.,a bunch of yellow bananas hanging from a tree in a tropical jungle,one bunch of ripe yellow bananas from a tree in a tropical forest,one bunch of ripe yellow bananas from a tree in the forest,18,27,36,9,27.0
"a bear is sitting in a meadow, basking in the warm sunshine and enjoying the bright, cheerful atmosphere.",it's like a bear sitting in a meadow in the warm sunshine and enjoying the bright cheerful atmosphere,a bear sits in a meadow in the warm sunshine and enjoys the bright cheerful atmosphere,a bear sits in a meadow in the warm sunshine and enjoys the bright and cheerful environment,22,31,45,9,32.6666666666667
"the sun was setting, casting a deep blue hue on the train station, where an apple was rolling across the platform and a parking meter was ticking away the minutes.",the sun was setting on the train station where an apple was rolling across the platform and the parking meters were ticking away minutes,the sun was setting on the train station where an apple rolled across the platform and the parking meters ticked away minutes,sun set on the train station where an apple was rolling across the platform and the parking meters ticked by,48,57,73,9,59.3333333333333
"a cloudy sky looms overhead as people play frisbee in a park, the sun occasionally peeking through the clouds.",it's cloudy as people play frisbee in the park the sun occasionally peeks through the clouds,it's cloudy as people play frisbee in a park the sun sometimes peeks through the clouds,it's cloudy as people play frisbee in a park the sun sometimes peeks out of the clouds behind them,38,46,63,8,49.0
"the sun is shining brightly on the outdoor patio, and the smell of freshly-baked pizza wafts through the air.",the sun shines brightly on the outdoor patio and the smell of freshly baked pizza wafts through the air,the sun shines brightly on the patio and the smell of freshly baked pizza wafts through the air,sun is shining on the patio and smell of freshly baked pizza fills the air,20,28,51,8,33.0
a fire hydrant and a sports ball are animatedly playing together in a cloudy sky.,fire engine and sports ball are animatedly playing together in a cloudy sky,a fire hydrant and a sports ball play together in a cloudy sky,a fire hydrant and a sports ball play in a cloudy sky,23,31,40,8,31.3333333333333
"a rainy morning scene featuring a pair of scissors, a cake, and a fire hydrant is animated in a whimsical way.",a rainy morning scene featuring scissors a cake and a fire hydrant is animated in a whimsical way,a rainy morning scene with scissors a cake and a fire hydrant is animated in a whimsical way,it's a rainy morning scene with a pair of scissors cake and a fire hydrant,23,31,52,8,35.3333333333333
"on a sunny morning, a skier glides down a freshly-groomed slope while the refrigerator hums in the cozy cabin nearby.",on a sunny morning a skier glides down the freshly-groomed slope while the refrigerator hums in the cozy cabin nearby,at dawn a skier glides down a freshly-groomed slope while the refrigerator hums in the cozy cabin nearby,at dawn a skier glides down a freshly-groomed slope while the fridge hums in the cozy cabin nearby,16,27,35,8,26.0
"on a bright, sunny morning, people are out and about, checking their phones while enjoying a donut and pizza in the park.",on a bright sunny morning people are out and about checking their phones while enjoying a donut and pizza at the park,on a bright sunny morning people are out checking their phones while enjoying a donut and pizza in the park,at dawn people check their phones while enjoying a donut and pizza in the park,15,23,55,8,31.0
"a vase filled with white flowers stands in stark contrast against the black and white morning sky, while a hot dog sizzles on a nearby grill.",a vase filled with white flowers stands in stark contrast to the black and white morning sky while a hot dog sizzles on the nearby grill,a vase of white flowers stands in stark contrast to the black and white morning sky while a hot dog sizzles on a nearby grill,it stands in stark contrast to the black and white sky while a hot dog sizzles on the nearby grill,23,31,61,8,38.3333333333333
"a cloudy sky looms overhead as a stop sign stands in the middle of the street, its red paint dulled by the gray sky.",a cloudy sky looms overhead as a stop sign stands in the middle of the road its red paint dulled by the gray sky,as a stop sign stands in the middle of the street its red paint is dulled by the gray sky,as a stop sign stands in the middle of the street its red paint is dulled by the gray sky overhead,18,44,52,8,38.0
"an elephant is leisurely walking through a sunny meadow, enjoying the warmth of the sun and the sound of the birds chirping.",an elephant is leisurely walking through a sunny meadow enjoying the warmth of the sun and the sound of birds chirping,an elephant walks leisurely through a sunny meadow enjoying the warmth of the sun and the sound of the birds chirping,and an elephant is enjoying a leisurely walk through a sunny meadow enjoying the warmth of the sun and the sound of birds singing,17,25,33,8,25.0
"a baseball bat swings through the air and makes contact with a ball, sending it soaring off into the distance.",a baseball bat swings through the air and makes contact with a ball sending it flying into the distance,a baseball bat swings through the air and makes contact with a ball sending it flying into the distant distance,a baseball bat swings through the air and hits a ball sending it into the distance,21,29,41,8,30.3333333333333
a black and white sketch scene of a cup and umbrella sitting side-by-side on a table.,a black and white sketch of a cup and umbrella sitting on a table,a black and white sketch of a cup and umbrella on a table,the sketch is black and white,32,40,76,8,49.3333333333333
"two friends, who are now living in different cities due to the pandemic, are video chatting and trying to come up with ideas for a sketch they can perform remotely.",two friends who live in different cities due to the pandemic are video chatting and trying to come up with ideas for a sketch they can perform remotely,two friends from different cities due to the pandemic are video chatting and trying to come up with ideas for a sketch they can perform remotely ,two friends from different cities are now video chatting and trying to come up with ideas for a sketch they can perform remotely,24,32,52,8,36.0
"a woman carefully examines a large, ornate vase in a dimly lit antique shop.",a woman carefully examines an ornate vase in a dimly lit antique shop,an ornate vase is carefully examined in a dimly lit antique shop,an ornate vase is carefully examined in a dark antique shop,19,37,45,8,33.6666666666667
a skateboarder is seen performing a series of tricks and jumps on a half-pipe in a vibrant animation scene.,a skateboarder is seen performing a series of tricks and jumping on a halfpipe in a vibrant animation scene,a skateboarder performs a series of tricks and jumps on a halfpipe in a vibrant animation scene,skateboarding is seen in a vibrant animation scene performing a series of tricks and jumping on a halfpipe,17,25,71,8,37.6666666666667
"a bedraggled person huddles underneath a bus shelter, clutching a book tightly against the rain, in a stark black and white scene.",a bedraggled person huddles under a bus shelter holding a book against the rain in a stark black and white scene,under the bus shelter a bedraggled person clutches a book tightly against the rain in a stark black and white scene,under the bus shelter a bedraggled person clutches a book against the rain in a stark black and white scene,32,54,62,8,49.3333333333333
a sun-drenched morning with a horse grazing in the field and a wine glass glimmering in the light.,a sun-soaked morning with a horse grazing in the field and a glass of wine shining in the light,an early morning with a horse in the field and a glass of wine glimmering in the light '',an early morning with a horse in the field and a glass of wine glimmering in the light of the sun,35,45,53,8,44.3333333333333
"a toaster sits in the middle of a starkly contrasted black and white kitchen, ready to be used.",a toaster sits in the middle of a starkly contrasted black and white kitchen ready for use,and in the middle of a starkly contrasted black and white kitchen there's a toaster,and in the middle of a stark contrasted black and white kitchen the toaster is ready for use,18,40,48,8,35.3333333333333
"a bear is happily watering a potted plant while the sun rises in the background, creating a peaceful animation morning scene.",a bear is happily watering a potted plant while the sun rises in the background creating a peaceful morning scene,a bear is happily watering a plant while the sun rises in the background creating a peaceful animation of the morning,in the background the sun rises and creates a peaceful animation of the morning scene,23,31,76,8,43.3333333333333
"at a sketch night scene, a group of artists are drawing and laughing as they create humorous images of a fork and bench.",at a sketch night scene a group of artists draw and laugh as they create humorous images of a fork and bench,at sketch night a group of artists draw and laugh as they create humorous images of a fork and bench,during sketch night a group of artists draw and laugh while creating humorous images of a fork and bench,23,31,41,8,31.6666666666667
"a white refrigerator stands starkly in a black and white kitchen, its reflective surface adding a touch of contrast to the otherwise monochromatic scene.",a white refrigerator stands starkly in a black and white kitchen its reflective surface adds a touch of contrast to the otherwise monochromatic scene,a white refrigerator stands in a black and white kitchen its reflective surface adds a touch of contrast to the otherwise monochromatic scene,it is a white refrigerator that stands starkly in a black and white kitchen,16,24,103,8,47.6666666666667
a group of friends laughing and enjoying the sun while playing a friendly game of frisbee in a park.,a group of friends laughing and enjoying the sun while playing a friendly frisbee in a park,a group of friends laughing and enjoying the sun while playing a friendly frisbee game in the park,in a park a group of friends laughed and enjoyed the sun while playing frisbee,21,29,45,8,31.6666666666667
"a black and white animation scene of a toaster, car and tennis racket basking in the sun is depicted.",a black and white animation scene of a toaster car and a tennis racket basking in the sun is depicted,a black and white animation scene of a toaster car and a tennis racket basking in the sun is shown,a black and white animation scene of a toaster car and a tennis racket is shown,15,23,41,8,26.3333333333333
"on a crisp, sunny morning, a family plays frisbee, flies a kite, and brushes their teeth in a peaceful black and white landscape.",on a crisp sunny morning a family plays frisbee fly a kite and brush their teeth in a peaceful black and white landscape,one sunny morning a family plays frisbee fly a kite and brush their teeth in a peaceful black and white landscape,at dawn a family plays frisbee flies a kite and brushes their teeth in a quiet black and white landscape,18,26,40,8,28.0
"a bear is standing in a clearing on a moonlit night, surrounded by tall trees and chirping crickets.",a bear stands in a clearing on a moonlit night surrounded by tall trees and crickets,at night a bear stands in a clearing surrounded by tall trees and chirping crickets,at night a bear stands in a clearing with tall trees and crickets,28,36,55,8,39.6666666666667
a cloudy animation scene about a mouse and a motorcycle could depict the mouse joyfully riding the motorcycle through a cloudy sky.,a cloudy animation scene about a mouse and a motorcycle could depict the mouse joyfully riding the motorcycle through the cloudy sky,cloudy animation scene about a mouse and a motorcycle could depict the mouse riding the motorcycle through a cloudy sky,cloudy animation scene about a mouse and a motorcycle could depict the mouse riding the motorcycle in a cloudy sky '',16,24,33,8,24.3333333333333
the sky is overcast and the air is thick with the sound of ticking clocks and the red and green lights of traffic signals.,the sky is overcast and the air is thick with ticking clocks and red and green lights of traffic signals,the sky is cloudy and the air is thick with ticking clocks and red and green lights of traffic signals,and the sky is covered with ticking clocks and red and green lights,30,38,72,8,46.6666666666667
"a woman is eating a freshly-picked, red apple in a sunny apple orchard.",a woman eats a freshly picked red apple in a sunny apple orchard,a woman eats a fresh red apple in a sunny apple orchard,a woman in a sunny apple orchard is eating a freshly picked red apple,20,28,52,8,33.3333333333333
"a bright and cheerful animation scene featuring a kite flying in the sky, a bus driving by, and a bicycle pedaling along in the sunshine.",a bright and cheerful animation scene featuring a kite flying in the sky a bus driving by and a bicycle pedaling in the sunshine,a bright and cheerful animation scene with a kite flying in the sky a bus driving by and a bicycle pedalling in the sunshine,in a bright and cheerful animation scene there's a kite flying in the sky a bus passing and a bicycle riding in the sunshine,19,27,37,8,27.6666666666667
a brightly-colored animation scene featuring a giraffe reaching up to a potted plant on a windowsill is depicted.,a brightly colored animation scene depicting a giraffe reaching up to a potted plant on a window ledge is depicted,a brightly colored animation scene depicting a giraffe reaching up to a potted plant on a window ledge is shown,it is depicted in a brightly colored animation scene with a giraffe reaching for a potted plant on the window,25,33,50,8,36.0
"a sun-filled scene of a broccoli floret perched atop a wine glass, with rays of sunlight streaming through a nearby window.",a sun-filled scene of a broccoli floret perched on a wine glass with rays of sunlight streaming through the window,in the sun a broccoli floret perched on a wine glass with rays of sunlight streaming through a nearby window,in the sun a broccoli floret perched on a wine glass with sunlight streaming through a window,23,31,46,8,33.3333333333333
"on a rainy morning, the oven glowed a deep yellow, the giraffe stood tall against the grey sky, and the distant train whistle echoed through the air.",on a rainy morning the oven glowed a deep yellow the giraffe stood tall against the grey sky and the distant whistle echoed through the air,at dawn the oven glowed a deep yellow the giraffe stood tall against the grey sky and the distant train whistle echoed through the air,at dawn the oven glowed a deep yellow and the giraffe stood tall against the grey sky,19,27,84,8,43.3333333333333
a cartoon bottle is dancing and spinning around on a brightly colored stage with a cheerful soundtrack playing in the background.,a cartoon bottle is dancing and spinning on a brightly colored stage with a cheerful soundtrack playing in the background,a cartoon bottle is dancing and spinning on a brightly colored stage with a cheerful soundtrack in the background,there is a cartoon bottle dancing on a brightly colored stage with a cheerful soundtrack,20,28,60,8,36.0
a wine glass is slowly filled with a deep red liquid as it shimmers in the light of a nearby candle.,a wine glass is slowly filled with deep red liquid as it shimmers in the light of a nearby candle,in the light of a nearby candle the glass is slowly filled with a deep red liquid,in the light of a nearby candle the glass of wine is slowly filled with deep red liquid,15,77,85,8,59.0
"a bright and sunny morning scene featuring a cow grazing in a lush meadow, a wine glass filled with a sparkling golden liquid, and a clock ticking away in the background.",a bright and sunny morning scene featuring a cow grazing in a lush meadow a wine glass filled with sparkling golden liquid and a clock ticking in the background,a bright and sunny morning scene with a cow grazing in a lush meadow a wine glass filled with sparkling golden liquid and a clock ticking in the background,a bright and sunny morning scene with a cow grazing in a lush meadow a glass of sparkling golden liquid and a ticking clock in the background,20,28,50,8,32.6666666666667
a morning sketch scene of a cyclist riding a bicycle and carrying a basket of broccoli in the front.,a morning sketch of a cyclist riding a bicycle and carrying a basket of broccoli in front,a sketch of a cyclist riding a bicycle and carrying a basket of broccoli in front,scene of a cyclist riding on a bicycle and carrying a basket of broccoli in front of him,23,31,43,8,32.3333333333333
"a shiny, glinting knife sits atop a cutting board in the morning sun, ready to be used to prepare breakfast.",a shiny glinting knife sits on a cutting board in the morning sun ready to be used to prepare breakfast,a shiny glinting knife sits on a cutting board in the morning sun ready to be used for breakfast,on a cutting board in the morning sun a shiny glinting knife is positioned ready for breakfast,16,24,77,8,39.0
"on a stormy night, a small boat floated in the rain, its deck dotted with a zebra and an apple, creating a surreal and peaceful atmosphere.",on a stormy night a small boat floated in the rain its deck dotted with zebra and apple creating a surreal and peaceful atmosphere,an stormy night a small boat floated in the rain its deck filled with zebras and apples creating a surreal and peaceful atmosphere,an stormy night a small boat floated in the rain its deck covered with zebras and apples creating a surreal and peaceful environment,18,26,36,8,26.6666666666667
"a cloudy sky looms overhead as a lone figure stands on a court, a tennis racket in hand, ready to serve.",a cloudy sky looms overhead as a single figure stands on the court with a tennis racket in hand ready to serve,in a cloudy sky a lone figure stands on the court with a tennis racket in hand ready to serve,in a cloudy sky a lone figure stands on the court with a tennis racket ready to serve,25,38,46,8,36.3333333333333
"a cloudy sky looms overhead, casting a grey hue on a lonely wine glass perched atop a wooden table.",a cloudy sky looms overhead casting a grey hue on a lonely wine glass perched on a wooden table,a cloudy sky looms overhead casting a grey hue on a lonely wine glass on a wooden table,there's a cloudy sky overhead that casts a grey hue on a lonely glass of wine perched on a wooden table,16,24,40,8,26.6666666666667
"a toaster sits alone in a window, its metal exterior glistening in the rain as thunder rumbles in the distance.",a toaster sits alone in a window its metal exterior glistening in the rain as thunder roars in the distance,a toaster sits alone in a window its metal exterior glows in the rain as thunder roars in the distance,there's a toaster sitting in a window whose metal exterior glows in the rain when thunder thunders,18,26,53,8,32.3333333333333
"a black and white animation scene featuring a bird perched atop a book, reading its pages.",a black and white animation scene featuring a bird perched on a book reading its pages,a black and white animation scene with a bird perched on a book reading its pages,a black and white animation scene with a bird perched on the top of a book reading pages,16,24,35,8,25.0
"a vibrant orange bowl sits in front of a flickering television, casting a hazy hue across the room in a dreamlike colored night sketch.",a bright orange bowl sits in front of a flickering television casting a hazy hue across the room in a dreamlike colored night sketch,a bright orange bowl sits in front of a flickering tv casting a hazy hue across the room in a dreamlike colored night sketch ,a bright orange bowl sits in front of a flickering tv casting a hazy hue across the room in a dreamlike color scheme,18,26,38,8,27.3333333333333
"on a rainy night, a giraffe stands under a tree, watching a frisbee soar through the air in the distance.",on a rainy night a giraffe stands under a tree watching a frisbee fly through the air in the distance,on a rainy night a giraffe stands under a tree watching a frisbee fly through the air in the distant distance,on a rainy night a giraffe stands under a tree and watches a frisbee fly in the distance,17,25,40,8,27.3333333333333
"a lone suitcase sits in the middle of a stark white room, illuminated by a single beam of light from a window, its black exterior standing out against the surrounding monochromatic backdrop.",it sits in the middle of a stark white room illuminated by a single beam of light from a window its black exterior stands out against the surrounding monochromatic backdrop,it sits alone in the middle of a stark white room lit by a single beam of light from a window its black exterior stands out against the surrounding monochromatic backdrop,it sits alone in the middle of a stark white room lit by a single beam of light from a window,29,37,113,8,59.6666666666667
"a person sitting in a dark room illuminated by the light of their cell phone, the only source of color being the screen.",a person sitting in a dark room illuminated by the light of their cell phone the only source of color is the screen,a person sitting in a dark room lit by the light of their cell phone the only source of color is the screen,person in a dark room lit by the light of their cell phone the only color source is the screen,17,25,46,8,29.3333333333333
"a vibrant rainbow of colors is splashed across a handbag, bowl and oven as the rain pours down outside.",a vibrant rainbow of colors is splashed across a handbag bowl and oven as the rain falls outside,a vibrant rainbow of colors is splashed across a handbag bowl and oven as the rain falls,the rainbow of colors is splashed across a handbag and oven as the rain falls,22,30,42,8,31.3333333333333
a rainy scene of a microwave steaming up from the moisture in the air.,a rainy scene of a microwave steaming from the moisture in the air,a rainy scene of a microwave steaming up from the moisture,a rainy scene of a microwave rising from the air,16,24,37,8,25.6666666666667
"the night sky is illuminated by the bright, colorful kites soaring through the air, creating a beautiful and peaceful atmosphere.",the night sky is illuminated by bright colorful kites flying through the air creating a beautiful and peaceful atmosphere,the night sky is illuminated by bright colorful kites flying through the air creating a peaceful and beautiful atmosphere,it is lit by bright colorful kites flying in the air creating a peaceful and beautiful atmosphere '',21,29,57,8,35.6666666666667
"a black and white scene of a baseball glove, tennis racket, and an elephant illuminated by the moonlight in a park.",a black and white scene of a baseball glove tennis racket and an elephant illuminated by moonlight in a park,a black and white scene of a baseball glove tennis racket and an elephant lit by moonlight in a park,a black and white scene of a baseball glove tennis racket and an elephant in a park illuminated by moonlight,17,25,37,8,26.3333333333333
"a black and white sketch of a morning scene with a broccoli, surfboard, and toothbrush in the foreground.",a black and white sketch of a morning scene with a broccoli surfboard and a toothbrush in the foreground,a black and white sketch of a morning scene with a broccoli surfboard and toothbrush in front,a black and white sketch of a morning scene with a broccoli surfboard and toothbrush,15,23,31,8,23.0
a black and white morning scene of a clock ticking away as a carrot slowly grows in the garden.,a black and white morning scene of a clock ticking as a carrot slowly grows in the garden,a black and white morning scene of a clock ticking as a carrot grows slowly in the garden,in a black and white morning the clock ticks as the carrot grows slowly in the garden '',18,26,41,8,28.3333333333333
"a colorful night scene of a refrigerator, keyboard, and horse animatedly interacting together is depicted.",a colorful night scene of a refrigerator keyboard and a horse animatedly interacting together is depicted,a colorful night scene of a refrigerator keyboard and a horse animatedly interacting together is shown,a colorful night scene is depicted of a refrigerator keyboard and a horse animatedly interacting,15,23,48,8,28.6666666666667
a cloudy night scene of a baseball bat and a head of broccoli sitting side by side on a grassy field.,cloudy night scene of a baseball bat and a head of broccoli sitting side by side on a grassy field,a cloudy night scene of a baseball bat and a head of broccoli sitting on a grassy field,a cloudy night scene of a baseball bat and a head of broccoli on a grassy field,15,26,34,8,25.0
"a bus is slowly driving through a dark night, illuminated by a mouse holding a hairdryer, creating a dreamy, sketch-colored scene.",a bus is slowly driving through a dark night illuminated by a mouse holding a hairdryer creating a dreamy scene,a bus slowly travels through a dark night illuminated by a mouse holding a hairdryer creating a dreamy scene,and slowly a bus travels through a dark night illuminated by a mouse holding a hair dryer,28,36,64,8,42.6666666666667
"at a sketch night, an artist is drawing a scene of an elephant carrying a suitcase on its back, with a look of determination on its face.",at sketch night an artist draws a scene of an elephant carrying a suitcase on its back with a look of determination on his face,the artist is drawing a scene of an elephant carrying a suitcase on its back with a look of determination on its face,the artist is drawing a scene of an elephant carrying a suitcase on his back with a look of determination,23,31,45,8,33.0
"a black and white sketch of a person standing near a sink with a tie draped over it, with a cloudy sky in the background.",an image of a person standing near a sink draped with a tie over it with a cloudy sky in the background,an image of a person standing near a sink draped with a tie and cloudy sky in the background,an image of a person standing near a sink draped with a tie in the background and a cloudy sky,46,54,76,8,58.6666666666667
"a black and white night scene shows a bowl filled with peanuts, surrounded by an elephant, illuminated by the moonlight.",a black and white night scene shows a bowl filled with peanuts surrounded by an elephant illuminated by moonlight,a black and white night scene shows a bowl filled with peanuts surrounded by an elephant lit by moonlight,a black and white night scene shows a bowl of peanuts surrounded by an elephant lit by moonlight,17,25,36,8,26.0
"a sunny day on the ski slopes, with a snowboarder gliding down the mountain and a baseball bat propped up against a tree nearby.",sunday on ski slopes with a snowboarder sliding down the mountain and a baseball bat propped up against a tree nearby,sunday on ski slopes with a snowboarder sliding down the mountain and a baseball bat propped up against the nearby tree,sunday on ski slopes with a snowboarder sliding down the mountain and a baseball bat propped up against a nearby tree in the distance,23,31,42,8,32.0
a black and white scene of a pair of scissors and a toothbrush sitting side-by-side on a bathroom countertop.,a black and white scene of scissors and a toothbrush sitting side-by-side on the bathroom countertop,a black and white scene of a pair of scissors and a toothbrush on a bathroom countertop,an image of scissors and a toothbrush on the bathroom counter,26,34,66,8,42.0
"a bright and sunny morning is depicted with a vase of vibrant flowers, a colorful umbrella, and a steaming cup of coffee, creating a cheerful atmosphere.",a bright sunny morning is depicted with a vase of vibrant flowers a colorful umbrella and a steaming cup of coffee creating a cheerful atmosphere,with a bright and sunny morning a vase of vibrant flowers a colorful umbrella and a steaming cup of coffee create a cheerful atmosphere,in a bright and sunny morning a vase of colorful flowers a colorful umbrella and a steaming cup of coffee create a cheerful atmosphere,17,31,39,8,29.0
"a cartoon scene showing a group of children gathered around a book, reading and laughing together.",cartoons show a group of children gathered around a book reading and laughing together,cartoons show a group of children gathered around a book and laughing together,cartoons show a group of children reading and laughing together,23,31,46,8,33.3333333333333
"a morning sunbeam illuminates a pair of scissors sitting atop a desk, ready to be used.",a morning sunbeam illuminates a pair of scissors sitting on a desk ready to be used,a sunbeam illuminates a pair of scissors sitting on a desk ready to be used,a sunbeam illuminates a pair of scissors on a desk ready for use,16,24,37,8,25.6666666666667
"a colored sketch of a rainy scene depicting an apple, a suitcase, and a refrigerator in the foreground.",sketch of a rainy scene depicting an apple a suitcase and a refrigerator in the foreground,sketch of a rainy scene depicting an apple a suitcase and a fridge in the foreground,sketch of a rainy scene depicting an apple a suitcase and a refrigerator,23,31,41,8,31.6666666666667
a skiing cow in the rain is a whimsical animation scene that evokes a feeling of joy and playfulness.,a ski cow in the rain is a whimsical animation scene that evokes a feeling of joy and playfulness,it's a whimsical animation scene that evokes a feeling of joy and playfulness,it's a whimsical animation scene that evokes a feeling of joy and fun,16,37,45,8,32.6666666666667
"a night scene of a fork twinkling in the moonlight, its prongs glinting in the soft light.",a night scene of a fork in the moonlight its prongs glinting in the soft light,in the dark a fork glinting in the moonlight its prongs flickering in the soft light,in the dark a fork glinting in the moonlight its prongs in soft light,23,35,43,8,33.6666666666667
a cloudy sky looms over a bear playing with a sports ball in a meadow.,a cloudy sky looms over a bear playing with a ball in a field,it's cloudy and a bear playing with a ball in a meadow,it's cloudy and a bear plays with a ball in a field,25,34,42,8,33.6666666666667
"a teenage boy is skateboarding down a quiet street in the early morning, enjoying the cool air and the peacefulness of the morning.",teenager skateboarding down a quiet street in the early morning enjoying the cool air and the peacefulness of the morning,teenager skates down a quiet street in the early morning enjoying the cool air and the peacefulness of the morning,teenager skates down a quiet street in the early morning enjoying the cool air and the peace of morning,22,30,41,8,31.0
"a group of people are skiing down a mountain, enjoying the fresh powder and beautiful scenery.",a group of people are skiing down a mountain enjoying fresh powder and beautiful scenery,some people are skiing down a mountain enjoying fresh powder and beautiful scenery,they're skiing down a mountain enjoying fresh powder and beautiful scenery,17,25,34,8,25.3333333333333
"a family is gathered around a dining table, laughing and enjoying a meal together while the remote sits nearby, untouched.",a family is gathered around a table laughing and enjoying a meal together while the remote sits nearby untouched,a family is gathered around a table laughing and enjoying a meal together while the remote sits untouched nearby,a family is gathered around a table laughing and enjoying a meal together while the remote sits untouched in the background,20,33,41,8,31.3333333333333
"a black and white animation scene of a boat sailing in the sun, with a bowl and tennis racket floating in the water beside it.",animation of a boat sailing in the sun with a bowl and tennis racket floating in the water beside it,animation of a boat in the sun with a bowl and tennis racket floating in the water beside it,animation of a boat in the sun with a bowl and a tennis racket floating in the water,37,45,57,8,46.3333333333333
a bright yellow banana is illuminated by the orange light of a nearby fire hydrant in the dark night.,a bright yellow banana is lit by the orange light of a nearby fire hydrant in the dark night,in darkness a bright yellow banana is illuminated by the orange light of a nearby fire hydrant,a bright yellow banana is illuminated in the dark by the orange light of a nearby fire hydrant,21,29,43,8,31.0
"a cow is slowly splashing through a puddle-filled road while a motorcycle zips by, creating a beautiful animation of a rainy scene.",a cow slowly splashes through a puddle-filled road while a motorcycle zips by creating a beautiful animation of a rainy scene,a cow splashes slowly through a puddle-filled road while a motorcycle zips by creating a beautiful animation of a rainy scene,a cow slowly splashes through a puddle-filled road while a motorcycle zips through a rainy scene,19,27,53,8,33.0
"a glass of wine glistening in the morning sun, perched atop a table overlooking a stunning view.",a glass of wine glistening in the morning sun perched on a table overlooking a stunning view,a glass of wine glistening in the morning sun perched on a table overlooking a beautiful view,a glass of wine glistening in the morning sun perched on a table with a breathtaking view,16,24,33,8,24.3333333333333
"the sun is streaming through the window, illuminating the cozy bedroom with its warm, inviting bed, and the microwave humming in the background as it heats up breakfast.",the sun is streaming through the window illuminating the cozy bedroom with its warm inviting bed and the microwave humming in the background as it heats breakfast,sun streaming through the window illuminates the cozy bedroom with its warm inviting bed and the microwave humming in the background as it heats up breakfast,the sun shines through the window illuminating the cozy bedroom with its warm inviting bed and the microwave hums in the background as it heats breakfast,16,23,30,7,23.0
a black and white cloudy scene of a pair of scissors cutting through a laptop's wires is evocative and mysterious.,a black and white cloudy scene of scissors cutting through a laptop's wires is evocative and mysterious,there is a black and white cloudy scene of scissors cutting through wires of a laptop that is evocative and mysterious,there is a black and white cloudy scene of scissors cutting through wires of a laptop that is evocative and strange,23,37,44,7,34.6666666666667
a cloudy sky looms overhead as the dinner table is set with a cozy atmosphere of anticipation.,a cloudy sky looms overhead as the dinner table is set in a cozy atmosphere of anticipation,a cloudy sky looms overhead as the table is set in a cozy atmosphere of anticipation,a cloudy sky looms overhead as the dinner table is set in a warm anticipation of the future,16,23,39,7,26.0
"a colorful morning scene of a bowl filled with apples, with a stop sign in the background.",a colorful morning scene of a bowl filled with apples with a stop sign in background,a colorful morning scene of a bowl of apples with a stop sign in the background,in the morning a colorful bowl of apples with a stop sign,17,24,59,7,33.3333333333333
