,original_prompt,e1,e2,e3
170,"a grassy landscape in the style of studio ghibli, beautiful lighting, vivid colors, intricate, elegant, smooth, sharp focus, highly detailed digital painting, concept art, cinematic, unreal engine, 4 k wallpaper, svetlin velinov, tarmo juhola, cgsociety, artstation trending, deviantart featured ","a grassy landscape in the style of studio ghibli, beautiful lighting, vivid colors, intricate, elegant, smooth, sharp focIs, highly detailed digital painting, concept art, cinematic, unreal engine, 4 k wallpaper, svetlin velinov, tarmo juhols, cgsociety, artstation trending, deviantart featured","a grassy landscape in the style of studio ghibli, beautiful lighting, vivid colors, intricate, elegant, smoorh, sharp focus, highly vetailed digital painting, concept art, cinematic, unreal engine, 4 k wallpaper, svetlin velinov, tarmo juhola, cgsociety, srtstation trending, deviantart featured","a grassy landscape in the style of studio ghibli, bsautif tl lighting, vivid colors, intricate, elegant, smooth, sharp focus, h&gGly detailed digital painginR, concept art, cinematic, unreal engine, 4 k wallpaper, svetlin velinov, tarmo juhola, cgsociety, artstation trending, deviantart featured"
171,"low angle shot of a beautiful creature by Clive Barker , intricate, elegant, highly detailed, centered, digital painting, artstation, concept art, smooth, sharp focus, illustration, artgerm, Tomasz Alen Kopera, Peter Mohrbacher donato giancola, Joseph Christian Leyendecker, WLOP, Boris Vallejo ,","low angle shot of a beautiful creature by Clive Barker, intricate, elegant, highly detailed, centered, digital painting, artstation, concept art, smooth, sharp focus, illustration, artgerm, Tomasz Alen Kopera, Peter Mohrbacher donato giancola, Joseph Christian L2yendecke$, WLOP, Boris Vallejo,","low angle shot of a beautiful creature by Clive Barker, intricate, elegant, higJlT detZioed, centered, digital painting, artstation, concept art, smooth, sharp focus, illustration, artgerm, Tomasz Alen Kopera, Peter Mohrbacher donato giancola, Joseph Christian Leyendecker, WLOP, Boris Vallejo,","low angle shot of a beautiful creature by Clive Barker, intricate, elegant, hKyhly detailed, centered, digital painting, artstatjin, concept art, smooth, sharp foc&W, illustration, artgerm, Tomasz Alen Kopera, Peter Mohrbacher donato giancola, Joseph Christian Leyendecker, WLOP, Boris Vallejo,"
172,"a highly detailed digital image of a steampunk flying machine, concept art, artstation, cgsociety, very detailed, intricate, detailed illustration, by greg rutkowski and alphonse mucha, Paul Lehr and Beeple, iridescent accents, ray tracing, product lighting, sharp, smooth, masterpiece, cinema 4D","a highly detailed digital image of a steampunk flying machine, concept art, artstation, cgsociety, very detailed, intricate, detailed illustrwti*n, by greg rutkowski and alphonse mucha, Paul Lehr and Beeple, iridescent accents, ray tracing, product lighting, sharp, smooth, masterpiece, cinema 4D","a highly detailed digital image of a steampunk flying machine, concept art, artstation, cgsociety, very detailed, intricate, detailed illustration, by greg rutkowski and alphonse mucha, 9aul Lehr and Neeple, iridescent accents, ray tracing, product lUghting, sharp, smooth, masterpiece, cinema 4D","a highly detailed EigiRal image of a steampunk flying machine, concept art, artstation, cgsociety, very detailed, intricate, detailed illustration, by greg rutkowski and alphonse mucha, Paul Lehr and Beeple, iridescent accents, ray trac8Gg, product lighting, sharp, smooth, masterpiece, c&nena 4D"
173,"3 d close - up portrait of the iridescent goddess skull in midsommar style surrounded by smoke and water energy flow mixed with jellyfish phoenix bird giant orchid flower and giant gladiola betta fish elegant translucent nautilus, highly detailed, by wlop, tooth wu, greg rutkowski, alena aenami ","3 d close - up portrait of the iridescent goddess skull in midsommar style surrounded by smoke and water energy flow mixed with jellyfish phoenix Nied giant orchid flower and giant gladiola betta fish elegant translucent nautilus, highly detailed, by wlop, tooth wu, greg rutkowski, alena aenami","3 d close - up portrait of the iridescent goddess skull in midsommar style surrounded by smoke and water enefgy glow mixed with jellyfish phoenix bird giant orchid flower and giant gladiola betta fish elegant translucent nautjlus, highly detailed, by wlop, tooth wu, greg rutkowski, alena aenami","3 d close - up 0ortrait of the iridescent goddess skull in midsommar stJle sirrounded by smoke and water energy flow mixed with jellyfish phoenix bird giWnt orchid flower and giabt gladiola betta fish elegant translucent nautilus, highly detailed, by wlop, tooth wu, greg rutkowski, alena aenami"
174,"vogue photoshoot octane render portrait by wayne barlow and carlo crivelli and glenn fabry, a handsome eccentric man in a bright pastel wes anderson elevator operator uniform inside a dark and moody vintage elevator in a high - end exotic vintage boutique hotel, very short depth of field, bokeh ","vogue photoshoot octane render portrait by wayne barlow and carlo crivelli and glenn fabry, a handsome eccentric man in a bright pastel wes anderson elevator operator uniform inside a dadI and moody vintage elevator in a high - end exotic vintage boutique hotel, very short depth of field, bokeh","vogue photoshoot octane render portrait by wayne barlow and carlo crivelli and glenn fabry, a handsome eccentric man in a bright pastFl wes anderson elevator operator &niform inside a dark and moody vintage elevator in a high - end exotic vintage bo ttique hotel, very short depth of field, bokeh","vogHe photoshoot octane renVer portrait by wayne barlow and carlo crivelli and glenn fabry, a handsome eccentric man in a bright pastel wes andersIn e;evator operator uniform inside a dark and moody vintage elevator in a high - end exotic vintage boutique hLtel, very short depth of field, bokeh"
175,"exterior shot of utopian ancient persian architecture with cinematic lighting by peter zumthor and renzo piano, darek zabrocki and greg ruthkowski, simon stalenhag, m. c. escher vibe, cinematic, holy place, paradise, scifi, futurism, atmospheric, concept art, artstation, trending on artstation ","exterior shot of utopian ancient persian architecture with cinematic lighting by peter zumth(r and renzo piano, dQrek zabrocki and greg ruthkowski, simon stalenhag, m. c. escher vibe, cinematic, holy place, paradise, scifi, futurism, atmospheric, concept art, artstation, trending on artstation","exterior shot of utopian ancient persian architecture with cinematic lighting by peter zumthor and renzo piano, darek zabrocki and greg ruthkowski, simon stwl#nhag, m. c. escher vibe, cinematic, holy place, padadiDe, scifi, futurism, atmospheric, concept art, artstation, trending on artstation","exterior shot of utopian ancient persian architecture with cinematic lighting by peter zumthor and renzo piano, darek zabrocki and greg ruthkowski, simon stalenhag, m. c. 2Acher vibe, cinsmatiS, ho;g place, paradise, scifi, futurism, atmospheric, concept art, artstation, trending on artstation"
176,"a portrait of a cute female wizard wearing a flowing very stylish trenchcoat and holding a fireball, embers flying, urban fantasy setting, narrow street, vivid colors, warm lighting, atmospheric, cinematic, moody, in the style of Ilya Kuvshinov and Range Murata, Krenz Cushart, oil on canvas, 8k","a portrait of a cute female wizard wearing a flowing very stylish trenchcoat and holding a fireball, embers flying, urban fantasy sRtt*ng, narrow street, vivid colors, warm lighting, atmospheric, cinematic, moody, in the style of Ilya Kuvshinov and Range Murata, Krenz Cushart, oil on canvas, 8k","a portrait of a cute female wizard weadong a flowing very stylish trenchcoat and holding a fireball, embers flying, urban fantasy setting, narrow street, vivid colors, warm lighting, atmospheric, cinematic, moody, in the style of Ilya Kuvshinov and Range Murata, Krenz Cushart, oil on Sznvas, 8k","a portrait of a cute fehale sizard wearing a flowing veEy stylish trenchcoat and holding a fireball, embers flying, urban fantasy setting, narrow street, vivid colors, warm lighting, atmospheric, cinematic, moody, in the style of Ilya Kuvshin*v and Range Murata, Krenz CushXrt, oil on canvas, 8k"
177,"mechwarrior 5 : mercenaries mech megaman transformer robot boss tank engine game octane render, 4 k, hd 2 0 2 2 3 d cgi rtx hdr style chrome reflexion glow fanart, global illumination ray tracing hdr fanart arstation by ian pesty by jesper ejsing pixar and disney unreal zbrush central hardmesh ","mechwarrior 5: mercenaries mech megaman transformer robot boss tank engine game octane render, 4 k, hd 2 0 2 2 3 d cgi rtx hdr style chrome reflexion glow fanart, global illumination ray tracing hdr fanart arstation by ian pesty by jesper ejsing pixar and wisnsy unreal zbrush central hardmesh","mechwarrior 5: mercenWries mech megaman transforme5 robot boss tank engine game octane render, 4 k, hd 2 0 2 2 3 d cgi rtx hdr style chrome reflexion glow fanart, global illumination ray tracing hdr faGart arstation by ian pesty by jesper ejsing pixar and disney unreal zbrush central hardmesh","mechwaErior 5: mercenaries mech megaman transformer robot bosw tank engine game octane render, 4 k, hd 2 0 2 2 3 d cgi rtx hdr style chrome reflexion glow fanart, globa: illumination ray trasing hdr fanart arstation by ian pesty by Nesper ejsing pixar and disney unreal zbrush central hardmesh"
178,"a male humanoid figure with no face and long spindly fingers wearing a red mechanics jumpsuit, coming out of a black hole, intricate, horror, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha, 8 k ","a male humanoid figure with no fac4 and long spindly fingers wearing a red mechanics jumpsuit, coming out of a black hole, intricate, horror, highl5 detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha, 8 k","a male humanoid figure with no face and long spindly fingers wearing a red mechanics jumpsuit, coming out of a Nlac> hole, intricate, horror, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and Q.phonse mucha, 8 k","a jale humanoid Gigure with no face and lonf spindly fingers wearing a red mechanics jumpsuit, coming out of a black Uole, intricate, horror, highly detailed, digital painting, artstation, concept art, smKoth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha, 8 k"
179,"full body shot portrait of beautiful necromancer girl by irakli nadar with intricate detailed color smashing fluid oil paint and acrylic, dried moss and dried autumn leaves headdress, melting wax, mycelia, abstract impressionism, ruan jia, fantasy, hyper detailed, concept art, by gustav klimt, ","full body shot portrait of beautiful necromancer girl by irakli nadar with intricate detailed color smashing fluid oil paint and acrylic, dried moss and dried autumn leaves headdress, melting wax, mycelia, abstract impressionism, ruaB jia, fantasy, hyper detailed, concept art, by gustav <limt,","fJpl body shot portrait of beautiful necromancer girl by irakli nadar with intricate detailed color smashing fluid oil paint and acrylic, dried moss and dried autumn leaves headdress, melting wax, mycelia, abstract impressionism, ruan jia, fanyWsy, hyper detailed, concept art, by gustav klimt,","full body sgKt portrait of beautiful necromancer girl by irakli nadA% with intricate detailed color smashing fluid oil paint and acrylic, dried moss and dried autumn leaves heAddrdss, melting wax, mycelia, abstract impressionism, ruan jia, fantasy, hyper detailed, concept art, by gustav klimt,"
180,"a face portrait of a older man as an undead ghost from skyrim, fantasy setting, beautiful face, serene colors, soft lighting, atmospheric, cinematic, moody, in the style of diego koi, gina heyer, luiz escanuela, art by alyssa monk, hyperrealism, rule of thirds, golden ratio, oil on canvas, 8 k ","a face portrait of a older man as an undead ghost from skyrim, fantasy setting, beautiful fac$, serene colors, soft lighting, atmospheric, cinematic, moody, in the style of diego koi, gina heyer, luiz escanuela, art by alyssa monk, hype3realism, rule of thirds, golden ratio, oil on canvas, 8 k","a face portrait of a older man as an undead ghost from skyrim, fantasy Eetting, beaugiful face, serene colors, soft lighting, atmospheric, cinematic, moody, in the style of diego koi, gina heyer, luiz escanuela, art by alyssa monk, hyperrealism, rule of thirds, golden 4atio, oil on canvas, 8 k","a face portrait of a older man as an undead ghost from DkyriH, fantasy setting, beautiful face, serene colors, soft lighting, atmospheric, cinematic, moody, in the style of diego koi, gina heyer, luiz escanuela, art by alyssa monk, hyperrealism, rule of thirds, golden fati9, oil on cXnCas, 8 k"
181,"portrait of a fox and a ( nerdy ) woman enveloped in yarn thinking of ( seventies art horror ) movies about death and chaos, by norman rockwell, pixar, studio ghibli, toei, mc escher, intricate line work, beautiful, complete light occlusion, hyper realism, trending on pinterest, artstation 8 k ","portrait of a fox and a (nerdy) #9man enveloped in yarn thinking of (seventies art horror) movies about death and chaos, by norman rockwell, pixar, studio ghibli, toei, mc escher, intricate line work, beautiful, complete light occlusion, hyper realism, trending on pinterest, artstation 8 k","portrait of a fox and a (nerdy) woman enveloped in yarn tNin<ing of (seventies art horror) movies about death and chaos, by Bo%man rockwell, pixar, studio ghibli, toei, mc escher, intricate line work, beautiful, complete light occlusion, hyper realism, trending on pinterest, artstation 8 k","portrait of a fox and a (nerdy) woman enveloped in jxrn HhiJking of (seventies art horror) movies about death and chaos, by norman rockwell, pixar, st^dKo ghibli, toei, mc escher, intricate line work, beautiful, complete light occlusion, hyper realism, trending on pinterest, artstation 8 k"
182,"a virtuosic portrait of a beautiful young girl luying!! floating in the dark waters of a river surrounded by high green grass and many fine flowers, sleeping, wearing a nicely crafted antique dress, by sir john everett millais, realistic, hyperdetailed, ethereal, sad, masterpiece, oil painting ","a virtuosic portrait of a beautiful young girl luying! ! floating in the dark waters of a river surrounded by high green grass and many fine flowers, sleeping, wearing a nicely crafted antique dr@Es, by sir john everett millais, realistic, hyperdetailed, ethereal, sad, masterpiece, oil painting","a virtuosic portrait of a beautiful young girl luying! ! floating in the dark waters of a river surrounded by high green grass and many fine flowers, sleeping, wearing a nicely crafted antique dress, by sir MoNn everett millais, realistic, hyperdetailed, ethereal, sad, masterpiece, oil paintiHt","a virtuosic portrait of a beautiful young gi5l luying! ! floating in the dark waters of a river surrounded by high green grxss and many fine flowers, sleeping, weaging a nicely crafted antique dress, by sir john everett millXis, realiqtic, hyperdetailed, ethereal, sad, masterpiece, oil painting"
183,"ultra realistic, art by greg rutkowski wlop rossdraws, smooth, sharp focus, golden ratio, closeup portrait of ugly creepy goblins dancing around a bonfire at ba rave cheering dancing beautiful cinematic light deep focus, elegant, 8 k, oil matte painting, dramatic illumination, digital painting ","ultra realistic, art by treg rutkowski wlop rossdraws, smooth, sharp focus, golden ratio, closeup Oortrait of ugly creepy goblins dancing around a bonfire at ba rave cheering dancing beautiful cinematic light deep focus, elegant, 8 k, oil matte painting, dramatic illumination, digital painting","ultra realistic, art by greg rutkowski wlop rossdraws, smooth, sharp focus, goPdem ratio, closeup portrait of ugly creepy goblins dancing around a bonfire at ba rave cheering dancing beautiful cinematic light deep focus, elegant, 8 k, oil matte painting, dramatic illumination, Wig9tal painting","ultra realistic, art by greg rutkowski wlop rossdraws, smooth, sharp focus, golden ratio, closeup portrait of ug:h creepy RPblins dancing zrouns a bonfire at ba rave cheering dancing beautiful cinematic light deep focus, elegant, 8 k, oil matte painting, dramatic illumination, digital painting"
184,"High-detail still of a woman with gorgeously flowing hair on Mars, sitting on a Martian rock, smoking a cigarette, reddish atmosphere with detailed highlights, dark gloomy sky cascading upon the atmosphere, well-detailed ornate Martian mountains in the background, trending on artstation, 4k, 8k","High - detail still of a woman with gorgeously flowing hair on Mars, sitting on a Marhian rock, smoking a cigarette, reddish atmosphere with detailed highlights, dark gloomy sky cascaFing upon the atmosphere, well - detailed ornate Martian mountains in the background, trending on artstation, 4k, 8k","High - detail still of a woman witB gorgeously flowibg hair on Mars, sitting on a Martian rock, smoking a cigarette, reddish atmosphere with detailed highlights, dark gloomy sky cascading upoj the atmosphere, well - detailed ornate Martian mountains in the background, trending on artstation, 4k, 8k","High - detail still of a woman with gorgeously rlowinY hair on Mars, sitting on a Martian rock, smoking a cigarette, reddish atmosphere with detailed highlights, dS3k gloomy sky cascading upon the atmosphere, well - deraileV ornate Martian mountains in the background, trending on artstation, 4k, 8k"
185,"shaggy round rabbit with steampunk glasses, standing in the top of the mountain, art by murakami takashi, ovopack, tatsuro kiuchi, yoji shinkawa, cute, cartoon, 3 d art, c 4 d, unreal engine, fantasy, gold color scheme, perfect lighting, smooth, digital art, concept art, trending on artstation ","shaggj round rabbit with steampunk glasses, standing in the top of the mountain, art by murakami takashi, ovopack, tatsuro kiuchi, yoji shinkawa, cute, cartoon, 3 d art, c 4 d, unreal engine, fantasy, gold color scheme, perfect lighting, smootM, digital art, concept art, trending on artstation","shaggy round rabbit with steampunk glasses, standing in the top of the mountain, art by murakami takashi, ovopack, tatsuro kiuchi, yoji Wtinkawa, cute, cartoon, 3 d art, c 4 d, unreal engine, fantasy, gold co>o5 scheme, perfect lighting, smooth, digital art, concept art, trending on artstation","shaggy round rabbit w7th steampunk glasses, standing in the top of the mountain, art by murakami takashi, ovopack, tatsuro kiuchi, yiji shinkawa, cute, cartoon, 3 d art, c 4 d, unreal engine, gantasy, gold colLr ssheme, perfect lighting, smooth, digital art, concept art, trending on artstation"
186,"photo environement cyberpunk field : 4, 4 k rtx hdr volume light concept studio matte painting environement digital illustration style cyberpunk 2 0 7 7 artstation artur tarnowski, mihai muscan, marcin tomalak, marta leydy, marcin stepien, charlotte hughes, zuzanna dabrowa neon bioluminiscence ","photo environement cyberounk field: 4, 4 k rtx hdr volume light concept studio matte painting environement digital illustration style cyberpunk 2 0 7 7 artstation art*r tarnowski, mihai muscan, marcin tomalak, marta leydy, marcin stepien, charlotte hughes, zuzanna dabrowa neon bioluminiscence","photo environement cyberpunk field: 4, 4 k rtx hdr volume light concept studio matte painting environement digitXl illustration style cyberpunk 2 0 7 7 artstation artur tarno3ski, mihai muscan, marcin tomalak, marta leydy, marcin stepien, charlotte hughes, zuzanna dabrows neon bioluminiscence","photo environement cyberpuJk fUeld: 4, 4 k rtx hdr volumF light cPncept studio matte painting environement digital illustration style cyberpunk 2 0 7 7 artstation artur tarnowski, mihai muscan, marcin tomalak, marta leydy, marcin stepien, charlotte hughes, zuxanna dabrowa neon bioluminiscence"
187,"ominous assassin, handsome male, rugged, ( ( white long hair ) ), ornate cloak, vines, realistic 3 d render portrait by wlop, artgerm, ilya kuvshinov, akihiko yoshida, greg rutkowski, karl spitzweg. unreal engine, ray tracing. sharp focus, highly detailed, intricate background, post processing ","ominous assassin, handsome male, rugged, (( white long hair) ), ornate cloak, vines, realistic 3 d render portrait by wlop, artgerm, ilya kuvshinov, akihiko yoshida, greg rutkowski, karl spitzweg. unreal engine, ray tracing. sharp focus, highly d4tailwd, intricate background, post processing","ominous assassin, handsome male, rugged, (( white long hair) ), ornate cloak, vines, realistic 3 d render portrait by wlop, artb4rm, ilya kuvshinov, akihiko yoshida, greg rutkowski, karl spitzweg. unreal engine, ray tracing. sharp focus, highly vetail@d, intricate background, post processing","ominous assassin, handsome mslS, rugged, (( white long hair) ), ornate cloak, vines, realistic 3 d render po5trzit by wlop, artgerm, ilya kuvshinov, akihiko yoshida, greg rutkowski, karl spitzweg. unreal engine, ray tracing. sharp focus, highly detailed, untricaRe background, post processing"
188,"psychedelic mushrooms, enchanted alien world, mushrooms on the ground, aliens, galaxy in the sky, butterflies, occult, illuminati, third eye, rainbows, bright colors, psychedelic, fish eye lens, vector art, fantasy poster by helen huang and frank frazetta and salvador dali and norman rockwell, ","psychedelic mushrooms, enchanted alien world, mushrooms on the ground, aliens, galaxy in the sky, butterflies, occult, illuminati, third eye, rainbows, bright colors, psychede>iv, fish eye lens, vector art, fantasy poster by helen huang and frank frazetta and salvador dali and norman rockwell,",")Xychedelic mushrooms, enchanted alien world, mushrooms on the ground, aliens, galaxy in the sky, butterflies, occult, illuminati, third eye, rainbows, bright colors, psychedelic, fish eye lens, vector art, fantasy poster by helen huang and frank ffazet6a and salvador dali and norman rockwell,","psychedelic mushrooms, enchanted alien world, mushrooms on the ground, aliens, galaxy in the sky, butterflies, occult, illuminati, thUrd eye, rainbows, brUght c*lors, psychedelic, fish eye l$ns, vector art, fantasy poster by helen huang and frank frazetta and salvadIr dali and norman rockwell,"
189,"a creature with distinct personality by ashley wood, leonora carrington, hieronymus bosch and mark ryden, alone in a hotel room : : close - up portrait through a mirror : : surrealist artwork : : ultra - detailed technical precision : : matte painting, high definition 3 d render, unreal engine ","a creature with distinct personality by ashoey wood, leonora carrington, hieronymus bosch and mark ryden, alone in a hotel room: : close - up portrait through a miGror: : surrealist artwork: : ultra - detailed technical precision: : matte painting, high definition 3 d render, unreal engine","a creature w(th distinct personality by ashley wood, leonora carrington, hieronymus bosch and mark ryden, alone in a hotel room: : close - up portrait through a mirror: : surrealist artwork: : ult4a - detailed technical precision: : matte painting, high d4finition 3 d render, unreal engine","a creature woth distinct personality by ashley wood, leonora carrington, hieronymus bowch and mark ryden, alone in a hotel room: : close - up portrait tnrough a mitror: : surrealist artqork: : ultra - detailed technical precision: : matte painting, high definition 3 d render, unreal engine"
190,"a hyperdetailed design of a leopard whole body, have five tails, character design, tiger structure, ferocious, chinese mythology, victo nga, fumo yoshitoshi, ren jing jeong, feifei ruan, peter mohrbacher, biomehieronymus spang, arunanondchai, 4 k hd wallpaper, veileducationary, denoise, digital","a hyperdetailed design of a leopard whole body, have five tails, character design, tiger structure, ferocious, chinese HytMology, victo nga, fumo yoshitoshi, ren jing jeong, feifei ruan, peter mohrbacher, biomehieronymus spang, arunanondchai, 4 k hd wallpaper, veileducationary, denoise, digital","a hyperdetailed design of a leopard whole body, have five tails, character design, tiger structure, ferocious, Xhibese mythology, victo nga, fumo yoXMitoshi, ren jing jeong, feifei ruan, peter mohrbacher, biomehieronymus spang, arunanondchai, 4 k hd wallpaper, veileducationary, denoise, digital","a hyperdetailed design of a leopard whole body, have five tails, sharacter design, tiger struSture, ferocious, chinese mythology, victo nga, fu,o yoshitoshi, ren jing jeong, feifei ruan, peter mohrbacher, biomFhieronymus spanH, arunanondchai, 4 k hd wallpaper, veileducationary, denoise, digital"
191,"a rgb crt display of a beautiful painting of thousands of fireflies glow in the forests, chinese ancient architecture, lake, underwater photography, quiet ， trending on artstation, 8 k, light effcet,, rtx on, breath of the wild, beeple and studio ghibli style ， ultrawide shot ， cinematic light ","a rgb crt risplay of a beautiful painting of thousanWs of fireflies glow in the forests, chinese ancient architecture, lake, underwater photography, quiet ， trending on artstation, 8 k, light effcet, , rtx on, breath of the wild, beeple and studio ghibli style ， ultrawide shot ， cinematic light","a rgb crt display of a beautiful painting of thousands of fireflies glow in the forests, chinese ancient architecture, lake, underwater photography, quiet ， trending on artstation, 8 k, linh4 effcet, , rtx on, breath of the wild, beeple and studio ghKblk style ， ultrawide shot ， cinematic light","a rgb crt display of a feautiful painting of thousanda of fireflieE glow in the forests, chinese ancient architecture, lake, underwater photogralhy, quiet ， trending on artstation, 8 k, light effcet, , rtx on, breath of the wild, beeple and studio ghibli style ， ultraSide shot ， cinematic light"
192,"portrait of a hulky herculean well groomed man with flowing long deep violet hair, epic beard, style of assassin's creed, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha, 8 k ","portrait of a hulky herculean well groomed man with flowing long deep violet hair, epic beard, style of assassin ' s creed, intricate, elegant, highly detailed, dkgitwl painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha, 8 k","portrait of a hulky herculean well groomed man with flowing long deep vioiet hair, epic beard, Dtyle of assassin ' s creed, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illusRration, art by artgerm and greg rutkowski and alphonse mucha, 8 k","portrait of a hulky herculean well groomed man with fioDing long deep violet hair, epic beard, style of assassin ' s creed, intricate, elegant, highly detaOleE, digital painting, artstation, concept art, smooth, sharp Docud, illustration, art by artgerm and greg rutkowski and alphonse mucha, 8 k"
193,"‘The Center of the World’ (Cindy Sherman photograph, wearing face masks) was filmed in Beijing in April 2013 depicting a white collar office worker. A man in his early thirties – the first single-child-generation in China. Representing a new image of an idealized urban successful booming China.","‘ The Center of the World ’ (Cindy Sherman photograph, wearing face masks) was filmed in Beijing in April 2013 depicting a white collar office worker. A man in his early thirties – the first single - child - generation in China. Representing a new image of an idealized urban successful booming ChjBa.","‘ The Center of the World ’ (Cindy Sherman photograph, wearing face masks) was filmed in Beijing in April 2013 depicting a whore collar office worker. A man in his eafiy thirties – the first single - child - generation in China. Representing a new image of an idealized urban successful booming China.","‘ The Center of the World ’ (Cindy Sherman photograph, wearing face masks) was filmed in Beijing in April 2013 depicting a white collar office worker. A man in his early thirties – the first single - child - generation in China. Representing a new imwFe of an KdeAlized urban s6cceseful booming China."
194,"profile medieval nicoletta ceccoli, mark ryden, lostfish, hyung tae, frank frazetta, face portrait of cyborg girl surrounded by flowers and cables portrait, hyper realistic, artstation, illustration, digital paint, matte paint, vivid colors, bright, cheerful, detailed and intricate environment ","profile medieval nicoletta ceccoli, mark ryden, lostfish, hyung tae, frank fraz$fta, face portrait of cyborg girl surrounded by flowers and cables portrait, hyper realistic, artstation, illustration, digital paint, matte paint, vivid colors, bright, cheerful, detailed and intricate environment","profile medieval nicoletta ceccoli, mark ryden, lostfish, huugg tae, frank frazetta, face portrait of cyborg girl surrounded by flowers and cables portrait, hyper realistic, artstation, illustration, digital Lain%, matte paint, vivid colors, bright, cheerful, detailed and intricate environment","leofile ,erieval nicoletta ceccoli, mark ryden, lostfish, hyung tae, frank frazetta, face portrait of cyborg girl surrounded by flowers and cables portrait, hyper realistic, artstation, illustration, digital paint, matte paint, vivid VolorC, bright, cheerful, detailed and intricate environment"
195,"close up moment of a divine a japan sun god and a moon goddess lovers magician at a wedding banquet, highly detailed, genshin, fantasy, 4 k realistic, digital painting, trending on artstation, concept art, sharp focus, illustration, art by makoto shinkai and akihiko yoshida and daniel gerhartz ","close up moment of a divine a japan sun god and a moon goddess lovers magician at a wedding banquet, highly detailed, genshin, fantasy, 4 k realistic, digital painting, trendinH on artstation, concept art, sharp focus, illustration, art by makot) shinkai and akihiko yoshida and daniel gerhartz","close up moment of a divine a japan sun god and a moon goddess lovers magician at a wedding banquet, highly detailed, genshin, fantasy, 4 k realistuc, digital painting, trending on artstation, Xoncept art, sharp focus, i/lustration, art by makoto shinkai and akihiko yoshida and daniel gerhartz","close up moment of a divine a japan sun god and a moon gPsdess lovers magician at a wedding banquet, highly detailed, genshin, fantasy, 4 k reQliwtic, digital OaiJting, trending on artstation, concept art, sharp focus, illustration, art by makoto shinkai and akihiko yoshida and daniel gerhartz"
196,"a massive musclebound dark male anthro horse with an exaggeratedly muscular physique wearing a leather kevlar outfit protecting a facility, equine, furaffinity, highly detailed, digital painting, artstation, sharp focus, game art, concept art, illustration, art by artgerm, greg rutkowski, wlop ","a massive musclebound dark male anthro horse with an exaggeratedly muscular physique wearinr a leather kevlar outfit protecting a fScility, equine, furaffinity, highly detailed, digital painting, artstation, sharp focus, game art, concept art, illustration, art by artgerm, greg rutkowski, wlop","a massive musclebound dark male anthro horse with an exaggeratedly muscular physique wearing a leather kevlar Kutfit protecting a facility, equine, furaffinity, highly detailed, digital painting, artstation, sharp focus, game art, concept art, illustratLon, art by ar6germ, greg rutkowski, wlop","a massive musclebound dark male anthro horse with an exaggeratedly muscular physique wearing a leather kevlar outfit protecting a facility, equine, furaffinity, highly detailed, digital painting, artstation, sharp docuD, game art, concWpH art, iilustrayion, art by artgerm, greg rutkowski, wlop"
197,"small centered on watercolor paper, paint brush strokes, abstract watercolor painting of ancient viking house ruins ( ( ( in snow ) ) ), daylight, blue sky, cinematic light, national romanticism by hans dahl, by jesper ejsing, by anders zorn, by greg rutkowski, by greg manchess, by tyler edlin ","small centered on watercolor paper, paint brush strokes, xbsyract watercolor painting of ancient viking house ruins (( (in snow) ) ), daylight, blue sky, cinematic light, national romanticism by hans dahl, by jesper ejsing, by anders zorn, by greg rutkowski, by greg manchess, by tyler edlin","small centered on watercolor paper, paint brush stroOeX, abstract watercolor painting of ancient viking house ruins (( (in Cjow) ) ), daylight, blue sky, cinematic light, national romanticism by hans dahl, by jesper ejsing, by anders zorn, by greg rutkowski, by greg manchess, by tyler edlin","small centered on wztercolor pap4r, paint brush strokes, abstract watercolor painting of anciejt vikinH house ruins (( (in snow) ) ), daylight, blue sky, cinematic light, national romanticism by hans dahl, by jesper ejsinV, by anders zorn, by greg rutkowski, by greg manchess, by tyler edlin"
