original_prompts,edited_prompts_1,edited_prompts_2,edited_prompts_3,d1,d2,d3,min,avg
"a black and white morning cloudy scene of a truck, car and toilet is like a surrealistic painting come to life.",a black and white morning cloudy scene of a truck car and a toilet is like a surrealistic painting come to life,a black and white morning cloudy scene of a truck car and a toilet is like a surrealistic painting in real life,a black and white morning scene of a truck car and toilet is like a surreal painting,15,22,38,7,25
an elephant is happily eating a cake in the bright sunshine on a sunny day.,an elephant happily eats a cake in the bright sunshine on a sunny day,an elephant happily eats a cake in the sunshine on a sunny day,a happy elephant eats a cake on a sunny day,19,26,49,7,31.3333333333333
a black and white morning scene of a zebra and a bear peacefully grazing together in a meadow is a beautiful sight to behold.,a black and white morning scene of a zebra and a bear peacefully grazing together in a meadow is a beautiful sight,a black and white morning scene of a zebra and a bear peacefully grazing in a meadow is a beautiful sight,a black and white morning scene of a zebra and a bear grazing peacefully together in a meadow is a beautiful sight,23,32,39,7,31.3333333333333
"a dark and cloudy night with a baseball bat, car, and snowboard silhouetted against the sky creates a peaceful yet eerie atmosphere.",a dark cloudy night with a baseball bat car and a snowboard silhouetted against the sky creates a peaceful yet eerie atmosphere,a dark night with a baseball bat car and a snowboard silhouetted against the sky creates a peaceful yet eerie atmosphere,a dark night with a baseball bat car and a snowboard silhouetted against the sky creates a peaceful yet haunting atmosphere,19,26,33,7,26
a vivid scene of turquoise waves crashing against a bright yellow surfboard under a cloudless blue sky.,vivid scene of turquoise waves crashing against a bright yellow surfboard under a cloudless blue sky,a vivid scene of turquoise waves against a bright yellow surfboard under a cloudless blue sky,bright turquoise waves against a bright yellow surfboard beneath a cloudless blue sky,15,22,42,7,26.3333333333333
a monochromatic morning scene of a dining table with a clock ticking in the background and a sandwich resting on a plate.,a monochromatic morning scene of a dining table with a clock ticking in the background and a sandwich on a plate,a monochromatic morning scene of a table with a clock ticking in the background and a sandwich on a plate,a monochromatic morning scene of a table with a ticking clock in the background and a sandwich on a plate,21,28,39,7,29.3333333333333
"a cloudy grey sky looms overhead, casting a dull light on a vase of wildflowers and a single silver fork resting atop a wooden table.",a cloudy grey sky looms overhead casting a dull light on a vase of wildflowers and a single silver fork resting on a wooden table,a cloudy grey sky looms overhead and casts a dull light on a vase of wildflowers and a single silver fork resting on a wooden table,a cloudy grey sky looms overhead and casts a dull light on a vase of wildflowers and a single silver fork resting on a table,16,23,30,7,23
"a man is riding a bicycle down a tree-lined street, enjoying the fresh air and sunshine.",a man rides a bicycle down a tree-lined street enjoying the fresh air and sunshine,in a tree-lined street the man rides his bicycle enjoying the fresh air and sunshine,in a tree-lined street the man rides his bicycle enjoying the fresh air and the sun,19,49,56,7,41.3333333333333
"a librarian is sitting at a desk surrounded by shelves of books, sketching a scene from one of the books onto a piece of paper.",a librarian is sitting at a desk surrounded by shelves of books sketching a scene from one of the books on a piece of paper,a librarian sits at a desk surrounded by shelves of books sketching a scene from one of the books on a piece of paper,at a desk surrounded by shelves of books a librarian draws a scene from one of the books on a piece of paper,15,22,53,7,30
"on a black and white cloudy morning, an orange potted plant and a clock stand in stark contrast against the monochromatic backdrop.",on a black and white cloudy morning an orange plant and a clock stand in stark contrast against the monochromatic backdrop,on a black and white cloudy morning an orange plant and a clock stand in stark contrast to the monochromatic backdrop,at dawn an orange potted plant and a clock stand against the monochromatic backdrop,20,27,61,7,36
"a teddy bear and cell phone come to life on a moonlit night, dancing and playing in an animated display of joy.",a teddy bear and a cell phone come alive on a moonlit night dancing and playing in an animated display of joy,a teddy bear and a cell phone come to life on a moonlit night dancing and playing in an animated joy display,at night a teddy bear and a cell phone come to life dancing and playing in an animated joy display,19,26,43,7,29.3333333333333
"a morning rain is falling as a toothbrush, frisbee, and hair drier are animatedly moving around in the wet grass.",a morning rain falls as a toothbrush a frisbee and a hair dryer are animatedly moving around in the grass,a morning rain falls as a toothbrush a frisbee and a hair dryer are animatedly moving in the grass,as a toothbrush a frisbee and a hair dryer move in the wet grass a morning rain is falling,28,35,81,7,48
"a person sits curled up on the couch in front of the tv, watching the sun slowly turn the sky from a deep navy blue to a bright, vibrant orange.",a person sits on the couch in front of the tv watching the sun slowly turn the sky from a deep navy blue to a bright vibrant orange,a person sits on the couch in front of the tv watching the sun turn the sky from a deep navy blue to a bright vibrant orange,a person sits on the couch watching the sun slowly turn the sky from a deep navy blue to a bright orange,23,30,50,7,34.3333333333333
"a morning black and white scene of a refrigerator with a bottle of milk sitting atop it, surrounded by a peaceful silence.",a morning black and white scene of a refrigerator with a bottle of milk on top surrounded by a peaceful silence,a morning black and white scene of a refrigerator with a bottle of milk on top surrounded by a quiet silence,morning black and white picture of a refrigerator with a milk bottle on top surrounded by quiet silence,23,30,50,7,34.3333333333333
a cloudy morning scene of a bus driving past a grazing cow and a bear standing nearby in the distance.,a cloudy morning scene of a bus passing a grazing cow and a bear standing nearby in the distance,a cloudy morning scene of a bus driving past a grazing cow and a bear in the distance,a cloudy morning scene of a bus passing a cow and a bear in the distance,22,29,46,7,32.3333333333333
a black and white photo of a stop sign in front of a pizza shop.,a black and white photo of a stop sign in front of the pizza shop,a black and white photo of a stop sign at a pizza shop,an image of the stop sign in front of a pizza place,16,23,38,7,25.6666666666667
"a black cat is perched atop a windowsill, watching birds flit by in the sky outside.",a black cat is perched on a window sill watching birds fly in the sky outside,a black cat is perched on a window sill watching birds flit in the sky,a black cat is perched on a window sill watching birds fly by,21,28,38,7,29
"a night scene of a kite soaring in the sky, a parking meter glinting in the moonlight, and a baseball bat resting against a wall.",a night scene of a kite flying in the sky a parking meter shining in the moonlight and a baseball bat resting against a wall,it was a night scene of a kite in the sky a parking meters in the moonlight and a baseball bat resting against a wall,it was a night scene of a kite in the sky a parking lot in the moonlight and a baseball bat against a wall,20,27,38,7,28.3333333333333
"a person is sitting outside on a sunny day, laptop open in their lap, taking in the beauty of the day.",a person is sitting outside on a sunny day with a laptop in their lap taking in the beauty of the day,a person sits outside on a sunny day with a laptop in their lap taking in the beauty of the day,when you sit outside on a sunny day you have your laptop in your lap and enjoy the beauty of your day,24,31,56,7,37
"a car drives slowly through the rain-soaked streets, its headlights illuminating a laptop screen in the passenger seat.",a car drives slowly through the rain-soaked streets its headlights illuminate a laptop screen in the passenger seat,a car drives slowly through the rain-soaked streets its headlights illuminate a laptop in the passenger seat,a car slowly drives through the rainy streets its headlights illuminate a laptop in the passenger seat,16,23,39,7,26
"a person is basking in the warm sun, feeling content and relaxed as the bright rays light up the world around them.",a person is basking in the warm sun feeling content and relaxed as the bright rays light up the world around him,someone is basking in the warm sun feeling content and relaxed as bright rays light up the world around them,someone is basking in the warm sun feeling content and relaxed as the bright rays of the sun light up the world around him,15,22,31,7,22.6666666666667
"a cloudy sky looms overhead as a toothbrush sits on the bathroom counter, seemingly untouched and forgotten.",a cloudy sky looms overhead as a toothbrush sits on the bathroom counter seemingly undiscovered and forgotten,a cloudy sky looms overhead as a toothbrush sits on the bathroom counter seemingly forgotten,as a toothbrush sits on the bathroom counter it appears to be forgotten,20,27,61,7,36
"a black tie-clad coach stands in a white-painted gymnasium, holding a basketball in one hand and a whistle in the other.",a black tie coach stands in a white gymnasium holding a basketball in one hand and a whistle in the other,he stands in a white-painted gymnasium holding a basketball in one hand and a whistle in the other,he stands in a white-painted gymnasium with a basketball in his hand and a whistle in his other hand,26,33,49,7,36
"a bright orange sunset reflecting off the calm blue waters of the lake, with a white sailboat drifting lazily in the distance.",a bright orange sunset reflecting off the calm blue waters of the lake with a white sailboat drifting in the distance,a bright orange sunset reflecting off the calm blue waters of the lake with a white sailboat lazily drifting in the distance,a bright orange sunset reflecting off the calm blue waters of the lake with a white sailboat lazily drifting away,20,27,36,7,27.6666666666667
a group of kids are playing a game of basketball in the park on a sunny afternoon.,a group of kids are playing basketball in the park on a sunny afternoon,a group of kids play basketball in the park on a sunny afternoon,in a sunny afternoon a group of kids play basketball,23,30,68,7,40.3333333333333
"a bear is sitting outside in the pouring rain with a baseball glove and a book, creating a peaceful yet melancholy morning scene.",a bear is sitting outside in the rain with a baseball glove and a book creating a peaceful yet melancholy morning scene,a bear sits outside in the rain with a baseball glove and a book creating a peaceful yet melancholy morning scene,bear sits in the rain with a baseball glove and a book creating a peaceful but melancholy morning scene,21,28,39,7,29.3333333333333
"a vibrant scene of a blue bottle glistening in the sun, surrounded by a sea of colorful flowers.",a vibrant scene of a blue bottle shining in the sun surrounded by a sea of colorful flowers,bright scene of a blue bottle glittering in the sun surrounded by a sea of colorful blooms,bright blue bottle glistening in the sun and surrounded by a sea of colorful flowers,18,25,34,7,25.6666666666667
a bowl of freshly-cooked steaming broccoli sits against a stark black and white background.,a bowl of freshly cooked steaming broccoli sits against a stark black and white backdrop,a bowl of freshly cooked steaming broccoli sits against a stark black and white,a bowl of steaming broccoli sits on a black and white background,18,25,40,7,27.6666666666667
a fluffy white teddy bear carrying a bright blue backpack stands in a meadow surrounded by a sea of fluffy white clouds.,a fluffy white teddy bear carrying a bright blue backpack stands in a meadow surrounded by a sea of white clouds,a fluffy white teddy bear with a bright blue backpack stands in a meadow surrounded by a sea of white clouds,a teddy bear with a bright blue backpack stands in the middle of a meadow surrounded by fluffy white clouds,20,27,56,7,34.3333333333333
"a black and white sketch of a spoon, sink, and fork in a dark night setting, illuminated by a single light source.",a black and white sketch of a spoon sink and fork in a dark night setting lit by a single light source,a black and white sketch of a spoon sink and fork in a dark night lighting by a single light source,an image of a spoon sink and fork in a dark night setting illuminated by a single light source is black and white,21,28,50,7,33
"on a cloudy morning, a spoon and a dog are leisurely walking together through a park, enjoying the peacefulness of the morning.",on a cloudy morning a spoon and a dog leisurely walk through a park enjoying the peacefulness of the morning,on a cloudy morning a spoon and a dog leisurely walk through a park enjoying the peace of the morning,an early morning a spoon and a dog are enjoying a leisurely walk through a park enjoying the calmness of the day,29,36,55,7,40
"a lone wine glass sits in the middle of a stark, black and white room, its crystal clear glass reflecting the light.",a lone wine glass sits in the middle of a dark black and white room its crystal clear glass reflects the light,a single glass of wine sits in the middle of a dark black and white room its crystal clear glass reflecting the light,it's a lone glass of wine in the middle of a dark black and white room,18,25,69,7,37.3333333333333
"a car drives slowly through the pouring rain as a small dog scampers behind it, trying to keep up.",a car slowly drives through the rain as a small dog chases behind it trying to keep up,a car slows down in the rain as a small dog chases behind it trying to keep up,it's a slow car in the rain as a small dog tries to keep up with him,35,42,67,7,48
"a woman is sitting at a cafe, sipping a cup of coffee while sketching the cup in front of her.",a woman is sitting in a cafe sipping a cup of coffee while sketching the cup in front of her,a woman sits in a cafe sipping a cup of coffee while sketching the cup in front of her,a woman sits in a cafe sipping a cup of coffee while sketching the cup,15,22,38,7,25
"a cloudy scene of a backpack filled with supplies, ready for a journey, sits in the middle of a misty field.",a cloudy scene of a backpack filled with supplies for a journey sits in the middle of a misty field,a cloudy scene of a backpack full of supplies for a journey sits in the middle of a misty field,in the middle of a misty field sits a cloudy scene of a backpack filled with supplies ready for a journey,19,26,69,7,38
a sunny morning with a girl brushing her hair with a hairdryer while a kite is soaring in the sky above her.,sunny morning with a girl brushing her hair with a hair dryer while a kite is soaring in the sky above her,a sunny morning with a girl brushing her hair with a hair dryer while a kite soaring in the sky,sunny morning with a girl brushing her hair with a hair dryer while a kite hovers above her,16,27,34,7,25.6666666666667
"a black and white morning of rain is illuminated by a kite, snowboard and cell phone, creating a surreal and peaceful atmosphere.",a black and white morning of rain is illuminated by a kite snowboard and a cell phone creating a surreal and peaceful atmosphere,a black and white morning of rain is illuminated by a kite snowboard and a cell phone creating a surreal and peaceful ambience,in a black and white morning of rain a kite snowboard and a cell phone illuminated the scene creating a surreal and peaceful atmosphere,15,22,54,7,30.3333333333333
"the sky was filled with thick, grey clouds, casting a gloomy shadow over the bright orange carrots in the field.",the sky was filled with thick grey clouds casting a dark shadow over the bright orange carrots in the field,the sky was filled with thick grey clouds casting a gloomy shadow over the bright orange carrots,in the sky thick grey clouds cast a dark shadow on the bright orange carrots,19,26,53,7,32.6666666666667
"on a rainy sketch morning, a bear is sitting in front of a microwave, eagerly awaiting the delicious cake it's cooking inside.",on a rainy sketch morning a bear sits in front of a microwave eagerly awaiting the delicious cake it's cooking inside,on a rainy morning a bear sits in front of a microwave eagerly awaiting the delicious cake it's cooking inside,on a rainy morning a bear sits in front of a microwave eagerly awaiting the delicious cake he's cooking inside the microwave,20,27,42,7,29.6666666666667
"a bright and sunny day reveals a picturesque scene of a train chugging alongside a beach, with a surfboard and motorcycle parked nearby.",a bright and sunny day reveals a picturesque scene of a train chugging along a beach with a surfboard and motorcycle parked nearby,a bright sunny day reveals a picturesque scene of a train chugging along the beach with a surfboard and a motorcycle parked nearby,it's a bright sunny day with a picturesque scene of a train chugging along the beach and parked nearby surfboards and bikes,17,24,63,7,34.6666666666667
"a snowboarder glides down a snowy hill in the moonlight, a hot dog in one hand and a fork in the other.",a snowboarder glides down a snowy hill under the moonlight a hot dog in one hand and a fork in the other,in moonlight a snowboarder glides down a snowy hill with his hot dog in one hand and a fork in the other,in moonlight a snowboarder glides down a snowy hill with hot dogs in one hand and a fork in the other hand,17,27,34,7,26
"on a sunny morning, a horse gallops across a meadow while a toilet flushes in the background.",on a sunny morning a horse gallops across a meadow while the toilet flushes in the background,one sunny morning a horse gallops across a field while the toilet flushes in the background,one sunny morning a horse walks through the meadow while the toilet is flushing in the background,16,23,36,7,25
"a group of friends are skiing down a snowy mountain, laughing and enjoying the fresh air and beautiful views.",a group of friends are skiing down a snowy mountain laughing and enjoying the fresh air and the beautiful views,a group of friends ski down a snowy mountain laughing and enjoying the fresh air and the beautiful views,they're skiing down a snowy mountain laughing and enjoying the fresh air and the beautiful view,17,24,36,7,25.6666666666667
a cloudy sky looms overhead as the gentle tapping of a keyboard echoes through the air.,a cloudy sky looms overhead as the gentle tapping of the keyboard echoes through the air,a cloudy sky looms overhead as the gentle tapping of the keyboard echoes in the air,and a cloudy sky looms overhead as a soft keyboard echoes in the sky,16,23,41,7,26.6666666666667
"a person is standing in a room, nervously fidgeting with their hands and looking around anxiously.",a person is standing in a room nervously fidgeting with his hands and looking around anxiously,a person is standing in a room nervously fidgeting with his hands and looking anxiously,a person is standing in a room nervously fidgeting with his hands and looking anxiously at the world,16,23,32,7,23.6666666666667
"a brightly-colored bathroom with a white toilet, blue walls, and a yellow shower curtain.",a brightly colored bathroom with a white toilet blue walls and yellow shower curtain,a bright bathroom with a white toilet blue walls and a yellow shower curtain,a bright bathroom with white toilet blue walls and a yellow curtain,16,23,32,7,23.6666666666667
"a flock of sheep is peacefully grazing in a misty, monochromatic meadow.",a flock of sheep peacefully grazes in a misty monochromatic meadow,a flock of sheep grazes peacefully in a misty monochromatic meadow,it's a flock of sheep in a misty monochromatic field,19,26,38,7,27.6666666666667
"the sun is just beginning to rise, and the birds are chirping outside the window as the cozy bed beckons invitingly.",the sun is just beginning to rise and birds are chirping outside the window as the cozy bed beckons,the sun is rising and birds are chirping outside the window as the cozy bed beckons invitingly,just as the sun rises the birds chirp outside the window as the cozy bed beckons,28,35,53,7,38.6666666666667
"at a sketch night, a comedian is hilariously acting out a scene of an elephant trying to use a toilet.",at a sketch night a comedian is hilariously acting out a scene of an elephant trying to use the toilet,at a sketch night a comedian is hilariously acting out a scene of an elephant trying to use the bathroom,on a sketch night a comedian plays a scene of an elephant trying to use the toilet,16,23,40,7,26.3333333333333
"on a sunny morning, a fire hydrant is surrounded by a bright yellow sun and a freshly made sandwich is sitting nearby, waiting to be enjoyed.",one sunny morning a fire hydrant is surrounded by bright yellow sun and a freshly made sandwich is sitting nearby waiting to be enjoyed,one sunny morning a fire hydrant is surrounded by bright yellow sun and a freshly made sandwich sits nearby waiting to be enjoyed,on a sunny morning a fire hydrant is surrounded by a bright yellow sun and a freshly baked sandwich is waiting to be enjoyed,17,24,31,7,24
a blackbird perched atop a white bedspread sings its morning song.,a blackbird perched on a white blanket sings its morning song,a blackbird on a white bed sings its morning song,it's a blackbird on a white bed,23,30,51,7,34.6666666666667
"a bear, horse and bird stand in a peaceful meadow bathed in the soft light of a black and white morning.",horse and bird stand in a peaceful meadow bathed in the soft light of a black and white morning,horse and bird are standing in a peaceful meadow bathed in the soft light of a black and white morning,horse and bird are standing in a quiet meadow bathed in the soft light of a black and white morning '',20,27,36,7,27.6666666666667
"two friends are in a car, discussing their plans for the day while cruising down the highway.",two friends are in a car discussing their plans for the day while driving down the highway,two friends are in a car discussing their plans for the day while they're driving down the highway,two friends are in a car talking about their plans for the day while they're driving,16,23,47,7,28.6666666666667
"a couple is snuggling in bed, enjoying the warmth of the blankets and each other's company.",a couple is snuggling up in bed enjoying the warmth of the blankets and each other's company,a couple snuggles in the bed enjoying the warmth of the blankets and each other's company,they're in bed enjoying each other's company and the warmth of their blankets,16,23,70,7,36.3333333333333
"a cozy morning with a cloudy sky outside, snuggled in bed with a teddy bear cuddled close.",a cozy morning with a cloudy sky outside snuggled in bed with a teddy bear close,with a cloudy sky outside snuggled in bed with a teddy bear close,with a cloudy sky outside snuggled up in bed with a teddy bear close to the bed,21,36,43,7,33.3333333333333
"a bright and sunny morning in the african savannah is depicted, with an elephant, a bird and a giraffe happily interacting with each other.",a bright and sunny morning in the african savannah is depicted with an elephant a bird and a giraffe happily interacting,on a bright and sunny morning in the african savannah an elephant a bird and the giraffe are happily interacting with each other,on a bright and sunny morning in the african savannah an elephant a bird and the giraffe interact happily with one another,29,36,53,7,39.3333333333333
a night sketch scene of a woman drying her hair with a hairdryer while sitting in front of a bowl of water could be seen.,a night sketch of a woman drying her hair with a hair dryer while sitting in front of a bowl of water could be seen,it was a night sketch scene of the woman drying her hair with a hairdryer while sitting in front of a bowl of water,it was a night sketch of a woman drying her hair with a hairdryer and sitting in front of a bowl of water,20,27,35,7,27.3333333333333
the night sky is alive with the sound of an elephant trumpeting as the clock tower strikes midnight.,the night sky is alive with the sound of an elephant trumpeting as the clock turns midnight,the night sky is alive with the sound of an elephant as the clock strikes midnight,at midnight the sky is alive with the sound of an elephant trumpeting,23,30,54,7,35.6666666666667
"a remote sits on a chair in a room filled with the dull colors of a rainy day, a cup of hot tea steaming beside it.",a remote sits on a chair in a room filled with the dull colors of a rainy day with a cup of hot tea,there's a remote in a room filled with the dull colors of a rainy day with a hot cup of tea beside it,there's a remote in a room filled with the dull colors of a rainy day,37,44,63,7,48
a vibrant scene of a zebra standing amongst a field of yellow wildflowers with a bright blue sky above.,a vibrant scene of a zebra in a field of yellow wildflowers with a bright blue sky above,a colorful zebra stands among a field of yellow wildflowers with a bright blue sky above,a colorful zebra stands in a field of yellow wildflowers above a bright blue sky,27,34,49,7,36.6666666666667
"a snowboarder wakes up to a cloudy morning, surrounded by a bed of snow and an elephant in the distance.",snowboarder wakes up to a cloudy morning surrounded by a bed of snow and an elephant in the distance,a snowboarder wakes up to a cloudy morning surrounded by snow and an elephant in the distance,it's a cloudy morning and surrounded by snow and an elephant in the distance,15,22,50,7,29
"a woman is standing in an airport, struggling to fit her suitcase into the overhead compartment on the plane.",a woman is standing in an airport trying to fit her suitcase into the overhead compartment,woman in airport trying to fit her suitcase into the overhead compartment of her plane,woman in airport trying to fit her suitcase into the overhead compartment,31,38,48,7,39
a bright yellow sun shines down on a lush green pasture filled with contented brown cows grazing peacefully.,a bright yellow sun shines on a lush green pasture filled with contented brown cows grazing peacefully,a bright yellow sun shines on a lush green pasture filled with contented brown cows who graze peacefully,a bright yellow sun shines on a lush green pasture filled with contented brown cows grazing peacefully in the pasture,18,25,32,7,25
"a bright, sunny morning showcases a suitcase and snowboard, ready to be taken on an exciting winter adventure.",a bright sunny morning showcases a suitcase and a snowboard ready to take on an exciting winter adventure,a bright sunny morning showcases a suitcase and a snowboard ready to take on an exciting winter journey,a bright sunny morning presents a suitcase and a snowboard ready for an exciting winter adventure,19,26,36,7,27
a family of four is gathered around the living room couch watching their favorite show on the television.,a family of four gathers around the couch watching their favorite show on the television,the family gathers around the couch watching their favorite show on the television,the family gathers around the couch and watches their favorite show,30,37,62,7,43
"the night sky was illuminated by the moonlight, and the gentle sound of an elephant trumpeting could be heard in the distance as the water from the sink trickled softly.",the night sky was illuminated by the moonlight and the gentle sound of an elephant trumpeting could be heard in the distance as the water from the sink trickled gently,it was illuminated by moonlight and the gentle sound of an elephant trumpeting could be heard in the distance as the water dripped softly,it was illuminated by moonlight and the gentle sound of an elephant trumpeting could be heard in the distance as the water dripped softly into the sink,16,46,53,7,38.3333333333333
"a small mouse scurries across a dark, moonlit field, its tiny footsteps barely audible in the still night air.",a small mouse scurries across a dark moonlit field his tiny footsteps barely audible in the still night air,a small mouse scurries across a dark moonlit field his tiny footsteps barely heard in the still night air,in a dark moonlit field a small mouse runs its tiny footsteps barely heard in the still air,15,22,60,7,32.3333333333333
"a group of friends playing frisbee in the park on a sunny morning, laughing and enjoying the fresh air.",a group of friends playing frisbee in the park on a sunny morning laughing and enjoying fresh air,friends playing frisbee in the park on a sunny morning laughing and enjoying the fresh air,in the park on a sunny morning a group of friends played frisbee and enjoyed the air,17,24,75,7,38.6666666666667
a laptop sits atop a wet stop sign in the pouring rain.,a laptop sits on a wet stop sign in the pouring rain,the laptop sits on a wet stop sign in the rain,there's a laptop in the rain,16,23,45,7,28
"on a cloudy night, the beach is illuminated by a soft black and white light, and a surfboard, skis and kite stand silhouetted against the horizon.",on cloudy nights the beach is illuminated by soft black and white light and a surfboard skis and kite stand silhouetted against the horizon,on cloudy nights the beach is illuminated by soft black and white light a surfboard skis and a kite stand silhouetted against the horizon,on cloudy nights the beach is lit by soft black and white light and a surfboard skis and a kite stand against the horizon,18,24,40,6,27.3333333333333
"the rain pattered against the window as the microwave hummed, the bed creaked, and the baseball bat leaned against the wall in the corner of the room.",rain pattered against the window as the microwave hummed the bed creaked and the baseball bat leaned against the wall in the corner of the room,rain pattered on the window as the microwave hummed the bed creaked and the baseball bat leaned against the wall in the corner of the room,rain fell on the window as the microwave hummed the bed creaked and the baseball bat leaned against the wall,17,23,56,6,32
a black and white sketch of a bird perched atop a pizza slice with cheese and pepperoni.,a black and white sketch of a bird perched on a pizza slice with cheese and pepperoni,a black and white sketch of a bird perched on a pizza with cheese and pepperoni,a black and white sketch of a bird on a slice of pizza with cheese and pepperoni '',16,22,35,6,24.3333333333333
"on a sunny morning, the sun streams through the window, glinting off the knife and toaster on the kitchen counter.",on a sunny morning the sun streams through the window glinting off the knife and the toaster on the kitchen counter,on a sunny morning the sun passes through the window glinting off the knife and the toaster on the kitchen counter,on a sunny morning the sun passes through the window glinting through the knife and the toaster on the kitchen counter,17,23,29,6,23
"a sketch scene of a baseball glove sitting beneath a red traffic light, illuminated by the sun's rays.",a sketch scene of a baseball glove sitting under a red traffic light illuminated by the sun,a sketch of a baseball glove sitting under a red traffic light illuminated by the sun,a sketch of a baseball glove under a red traffic light lit by the sun,26,32,47,6,35
"a colorful night sky filled with skis, zebra and cats gliding across the snow-covered landscape.",a colorful night sky filled with skis zebras and cats gliding across the snow-covered terrain,in a colorful night sky zebra and cats gliding across the snow-covered landscape,in a colorful night sky zebras and cats gliding through the snow-covered landscape,22,29,35,6,28.6666666666667
"a monochromatic scene of a small boat floating in the moonlight, with a lone toothbrush bobbing in the water beside it.",a monochromatic scene of a small boat floating in the moonlight with a single toothbrush in the water beside it,a monochromatic scene of a small boat floating in the moonlight with a lone toothbrush in the water,in the moonlight a small boat floating in the moonlight with a single toothbrush in the water,25,31,52,6,36
a black and white animation scene of a bird flying around a pizza-topped toilet in the morning.,a black and white animation of a bird flying around a pizza-topped toilet in the morning,a black and white animation of a bird flying around a pizza-topped toilet in the early morning,a black and white animation of a bird flying in the morning around a pizza-topped toilet,19,25,49,6,31
a black and white sketch scene depicting a clock and baseball bat sitting side-by-side on a table.,a black and white sketch scene depicting a clock and a baseball bat sitting side-by-side on a table,a black and white sketch depicting a clock and a baseball bat sitting side-by-side on a table,a black and white sketch of a clock and a baseball bat on a table,15,21,51,6,29
"a cloudy morning sky is dotted with an orange-colored dog and a tall, spotted giraffe wandering through the landscape.",there is a cloudy morning sky dotted with an orange-coloured dog and a tall spotted giraffe wandering through the landscape,a cloudy morning sky is dotted with an orange-colored dog and a tall giraffe wandering through the landscape,a cloudy morning sky is dotted with an orange-colored dog and a tall spotted giraffe roaming the countryside,15,21,35,6,23.6666666666667
"a bright orange sunrise is illuminating the bathroom, casting a warm glow on the toothbrush next to the sink.",a bright orange sunrise illuminates the bathroom casting a warm glow on the toothbrush next to the sink,a bright orange sunrise illuminates the bathroom casting a warm glow on the toothbrush beside the sink,it's a bright orange sunrise that illuminates the bathroom,19,25,73,6,39
"a vase filled with yellow bananas sits on a windowsill, illuminated by the soft morning light that streams through the rain-streaked window.",there's a vase filled with yellow bananas on a windowsill illuminated by the soft morning light that streams through the rain-streaked window,there's a vase filled with yellow bananas on a windowsill illuminated by the soft morning light that flows through the rain-streaked window,a vase of yellow bananas sits on a window lighted by the soft morning light that streams through the rain-streaked window,16,22,34,6,24
"a person is sitting in their cozy living room, sipping a cup of coffee while typing away on their laptop, the sun streaming in the windows.",there's a person sitting in their cozy living room sipping a cup of coffee while typing on their laptop the sun streaming in the windows,a person is sitting in their cozy living room sipping a cup of coffee while typing on their laptop the sun streaming through the windows,a person sits in their cozy living room sipping a cup of coffee while typing on their laptop the sun is shining through the windows,19,25,38,6,27.3333333333333
"a woman is sitting at a cafe typing away on her laptop, with a cup of coffee and a notepad next to her.",a woman is sitting in a cafe typing on her laptop with a cup of coffee and a notepad next to her,a woman is sitting in a cafe typing on her laptop with a cup of coffee and a notepad beside her,a woman sits in a cafe typing on a laptop with a cup of coffee and a notepad beside her,20,26,36,6,27.3333333333333
"a sunny black and white scene of a sink, bicycle and chair in a peaceful garden setting.",a sunny black and white scene of a sink bicycle and a chair in a peaceful garden setting,a sunny black and white scene of a sink bicycle and chair in a peaceful garden,a sunny black and white scene of a sink bicycle and a chair in a peaceful backyard,15,21,28,6,21.3333333333333
"a dark, rainy night is illuminated by the glint of a baseball bat, knife, and a dog's bark, creating an eerie yet peaceful atmosphere.",a dark rainy night is illuminated by the glint of a baseball bat knife and a dog's bark creating an eerie but peaceful atmosphere,a dark rainy night is lit by the glint of a baseball bat knife and a dog's bark creating an eerie yet peaceful atmosphere,the darkness of a rainy night is illuminated by the glint of a baseball bat knife and the bark of a dog creating an eerie yet peaceful,15,21,42,6,26
"a bear is eating breakfast at a dining table in a bright and sunny morning, with a zebra grazing nearby.",a bear is eating breakfast at a table on a bright and sunny morning with a zebra grazing nearby,a bear eats breakfast at a table on a bright and sunny morning with a zebra grazing nearby,it's a bear eating breakfast at a table on a bright and sunny morning,21,27,50,6,32.6666666666667
"a black and white animation scene of a spoon, traffic light, and snowboard in the rain.",a black and white animation scene of a spoon traffic light and a snowboard in the rain,a black and white animation of a spoon traffic light and a snowboard in the rain,a black and white animation of a traffic light with a spoon and a snowboard in rain,15,21,44,6,26.6666666666667
"on a cloudy black and white morning, a wine glass, bottle and toothbrush sit still, waiting for the sun to break through.",a black and white morning a wine glass bottle and a toothbrush sit still waiting for the sun to break through,a black and white morning a wine bottle and a toothbrush sit still waiting for the sun to break through,a black and white morning a wine bottle and a toothbrush are still waiting for the sun to break through the clouds,25,31,44,6,33.3333333333333
"on a cloudy night, the hum of the refrigerator and the blinking of the traffic light create a peaceful ambiance.",on a cloudy night the sound of the refrigerator and the blinking of the traffic light create a peaceful ambience,on a cloudy night the sound of the refrigerator and the blinking of the traffic light create a peaceful atmosphere,on a cloudy night the sound of the refrigerator and the blinking of the light create a peaceful atmosphere,18,24,32,6,24.6666666666667
